tmdb_id,title,release_year,genres,overview,keywords,country,revenue_usd,vote_count,in_top_k_by_revenue,is_period_piece,signals_used,setting_start_year,setting_end_year,setting_decade,year_gap,era_hits,setting_type,setting_confidence,sources_used
466,Klute,1971,"['Thriller', 'Mystery', 'Crime']",A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,"['new york city', 'prostitute', 'cat', 'obsession', 'audio tape', 'detective', 'junkie', 'pimp', 'conspiracy', 'psychologist', 'whodunit', 'missing person']",['US'],12512637,484,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
5590,Donkey Skin,1970,"['Fantasy', 'Comedy', 'Music', 'Romance']",A fairy godmother helps a princess disguise herself so she won't have to marry her father.,"['princess', 'loss of loved one', 'cake', 'donkey', 'prince', 'surrealism', 'imaginary land', 'wedding', 'king', 'leaving home', 'based on fairy tale', 'ring', 'anachronism', 'fairy godmother', 'father daughter relationship']",['FR'],13200000,535,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
984,Dirty Harry,1971,"['Action', 'Crime', 'Thriller']","When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.","['sniper', 'police', 'ambush', 'chase', 'ransom', 'san francisco, california', 'kidnapping', 'psychopath', 'detective', 'mayor', 'investigation', 'assault', 'swimming pool', 'beating', 'serial killer', 'gunfight', 'maniac', 'hunt', 'school bus', 'revolver', 'shocking', 'aggressive', 'neo-noir', 'police procedural', 'suspenseful', 'intense', 'antagonistic', 'commanding', 'defiant', 'tragic', 'harry callahan']",['US'],35976000,2611,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
87514,Skyjacked,1972,"['Action', 'Drama', 'Thriller']",A crazed Vietnam vet bomber hijacks a Boeing 707 and demands to be taken to Russia.,"['vietnam', 'airplane', 'based on novel or book', 'hijacking', 'airplane hijacking', 'disaster', 'hijack', 'disaster movie']",['US'],6550000,50,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
14811,Fiddler on the Roof,1971,"['Drama', 'Romance']","In a pre-revolutionary Russia, a poor Jewish milkman struggles with the challenges of a changing world as his daughters fall in love and antisemitism grows.","['dreams', 'parent child relationship', 'tradition', 'musical', 'based on play or musical', 'pogrom', 'milkman', 'russian orthodox church', 'judaism', 'tavern', 'constable', 'suitor', 'breaking the fourth wall', 'russian soldier', 'elopement', 'fiddler', '1900s']",['US'],83304330,607,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
993,Sleuth,1972,"['Thriller', 'Mystery', 'Crime']","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.","['infidelity', 'robbery', 'countryside', 'upper class', 'romantic rivalry', 'author', 'game', 'extramarital affair', 'tense', 'ominous']","['US', 'GB']",5750000,668,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
482,Shaft,1971,"['Action', 'Crime', 'Thriller']",Cool Black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,"['daughter', 'new york city', 'police', 'ghetto', 'blaxploitation cinema', 'biting', 'aggressive', 'suspenseful', 'tense', 'assertive']",['US'],12121618,395,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
994,Straw Dogs,1971,"['Thriller', 'Drama', 'Crime']","David Sumner, a mild-mannered academic from the United States, marries Amy, an Englishwoman. In order to escape a hectic stateside lifestyle, David and his wife relocate to the small town in rural Cornwall where Amy was raised. There, David is ostracized by the brutish men of the village, including Amy's old flame, Charlie. Eventually the taunts escalate.","['rape', 'countryside', 'based on novel or book', 'primal fear', 'england', 'country life', 'cornwall, england', 'revenge', 'rural area', 'shocking']","['GB', 'US']",3251794,1008,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
995,Stagecoach,1939,"['Western', 'Adventure']","A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo, and learn something about each other in the process.","['marriage proposal', 'prostitute', 'new mexico', 'arizona', 'infant', 'outcast', 'fugitive', 'shootout', 'black and white', 'doctor', 'desert', 'stagecoach', 'cowboy', 'stranger', 'indian attack', 'outlaw gang', 'ostracism', 'calvary', 'drunkard']",['US'],1103757,1183,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
265188,The Young Seducers 2,1972,['Comedy'],Pretty young girls get involved in humorous sexual situations.,"['sex comedy', 'dictation', 'ski instructor', 'peep hole']",['DE'],0,21,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
199655,With Clean Hands,1972,"['Thriller', 'Action', 'Crime']",A story of an apolitical police commissar who is using odd methods against the gangsters.,[],['RO'],0,18,True,False,[],,,,,[],unknown,0.3,['overview']
46059,The Hot Rock,1972,"['Crime', 'Comedy']",Dortmunder and his pals plan to steal a huge diamond from a museum. But this turns out to be only the first time they have to steal it...,"['theft', 'diamond heist', 'jewel thief']",['US'],3500000,119,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
493,Shaft's Big Score!,1972,"['Action', 'Adventure', 'Crime', 'Mystery', 'Drama', 'Thriller']",John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,"['helicopter', 'bomb', 'gambling', 'cemetery', 'coffin', 'attempted murder', 'investigation', 'observer', 'blaxploitation cinema', 'grave digger']",['US'],10000000,73,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
4593,The Discreet Charm of the Bourgeoisie,1972,['Comedy'],"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.","['diplomat', 'dreams', 'nightmare', 'upper class', 'date', 'drug trafficking', 'guest', 'bishop', 'restaurant', 'surreal', 'bourgeoisie', 'satire', 'surrealism', 'dinner', 'terrorism', 'drink', 'oneiric', 'dream within a dream', 'small talk', 'anarchic comedy', 'absurd', 'unexpected situation']",['FR'],103230,863,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
39410,Mothra,1961,"['Adventure', 'Science Fiction', 'Fantasy']","Shipwreck survivors found on the presumably uninhabited Infant Island leads to a scientific expedition that discovers a surviving native population along with the Shobijin, tiny twin fairy priestesses of the island's mythical deity called Mothra. After the fairies are kidnapped by an exploitative businessman named Clark Nelson, Mothra sets out to rescue them.","['journalist', 'island', 'monster', 'ambassador', 'based on novel or book', 'cigarette', 'fairy', 'giant monster', 'dam', 'tokyo, japan', 'guardian', 'construction', 'moth', 'metamorphosis', 'miniature people', 'kaiju', 'surrender', 'cocoon', 'h bomb', 'airfield', 'editor', 'man eating plant', 'monster movie', 'tokyo tower', 'mosura', 'mothra', 'tokusatsu']",['JP'],2237760,173,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
185843,The Strangler,1971,"['Crime', 'Horror', 'Thriller']","Émile targets women he believes are too depressed to go on living. As multiple victims fall to his suffocating white scarf, an inspector resorts to unorthodox methods to get him with the assistance of a potential victim.","['depression', 'detective', 'suffocation', 'hysteria', 'murder', 'loneliness', 'serial killer', 'strangulation', 'french giallo']",['FR'],0,28,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
176633,Execution in Autumn,1972,['Drama'],"Peigang, his family's only son for three generations running, is to be executed on account of larceny, but not without the intervention of his grandmother.",[],['TW'],0,15,True,False,[],,,,,[],unknown,0.3,['overview']
325626,Sev Kardeşim,1972,['Comedy'],A factory owners son falls in love with a worker who works at the factory.,[],['TR'],0,22,True,False,[],,,,,[],unknown,0.3,['overview']
42492,Up the Sandbox,1972,"['Comedy', 'Drama']","Bored with day-to-day life in New York City and neglected by her husband, a young wife and mother slips into increasingly outrageous fantasies: her mother breaking into the apartment, an explorer's demonstration of tribal fertility music at a party causing strange transformations, and joining terrorists to plant explosives in the Statue of Liberty.","['knocked unconscious', 'young mother']",['US'],3500000,22,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
214525,The Hitchhikers,1972,"['Crime', 'Action', 'Drama']","A girl is forced to leave home when she learns she's pregnant. On the road, she hooks up with a group of other girls who make a living by hitchhiking in sexy clothes and then robbing the men who pick them up.",[],['US'],0,16,True,False,[],,,,,[],unknown,0.3,['overview']
22021,Coffy,1973,"['Action', 'Crime', 'Thriller']","After her younger sister gets involved in drugs and is severely injured by contaminated heroin, a nurse sets out on a mission of vengeance and vigilante justice, killing drug dealers, pimps, and mobsters who cross her path.","['right and justice', 'orderly', 'vigilante', 'blaxploitation cinema', 'illegal drugs', 'callous', 'ridiculous']",['US'],4000000,278,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
3082,Modern Times,1936,"['Comedy', 'Drama', 'Romance']","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..","['factory', 'ambulance', 'invention', 'mental breakdown', 'tramp', 'great depression', 'industrial revolution', 'slapstick comedy', 'automation', 'jail', 'hospital', 'black and white', 'machine', 'pardon', 'silent film', 'unemployment', 'screwdriver', 'police arrest', 'wrongful conviction', 'communism', 'assembly line', 'prison break attempt', 'burglars', 'smuggling', 'orphans']",['US'],1800000,3911,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
249354,High Kukus,1973,['Drama'],"In this homage to Zen poet Basho, the subtle changes of a pond are chronicled on film over a period of time. Broughton recites his cuckoo haikus in the background.",[],['US'],0,17,True,False,[],,,,,[],unknown,0.3,['overview']
31767,The Devils,1971,"['Drama', 'History', 'Horror']","In 17th-century France, Father Urbain Grandier's protection of the city of Loudun from the corrupt Cardinal Richelieu is undermined by a sexually repressed nun's accusation of witchcraft.","['nun', 'chaos', 'christianity', 'inquisition', 'exploitation', 'satire', 'surrealism', 'biography', 'based on true story', 'sin', 'hysteria', 'priest', 'torture', 'roman catholic church', 'blasphemy', 'convent (nunnery)', 'nunsploitation', '17th century', 'grim', 'religious controversy', 'sexual perversion', 'absurd', 'banned film', 'bold']",['GB'],11000000,402,True,True,"['genre_period', 'keyword_period']",,,,,[],unknown,0.3,"['overview', 'keywords']"
40983,Beware! The Blob,1972,"['Comedy', 'Horror', 'Science Fiction']","A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace-- the local hippies, cops, drunks and bowlers must all face the Blob!","['wheelchair', 'sequel', 'alien', 'decapitation', 'blob', 'b movie', 'absurd', 'sci-fi horror']",['US'],90833,73,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
1051,The French Connection,1971,"['Action', 'Crime', 'Thriller']",Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,"['drug dealer', 'new york city', 'police brutality', 'drug smuggling', 'undercover agent', 'gangster', 'heroin', 'marseille, france', 'paranoia', 'night life', 'attempted murder', 'drug mule', 'hijacking of train', 'police stakeout', 'police pursuit', 'popeye']",['US'],41200000,2027,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11293,Paper Moon,1973,"['Comedy', 'Crime', 'Drama']","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","['friendship', 'funeral', 'missouri', 'bible', 'con man', 'carnival', 'great depression', 'aunt', 'road trip', 'kansas, usa', 'black and white', 'con', 'tween girl']",['US'],30900000,773,True,False,[],1929.0,1939.0,1920s,44.0,['great depression'],past,0.9,"['overview', 'keywords']"
10784,Cabaret,1972,"['Music', 'Drama', 'Romance']","Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.","['berlin, germany', 'nazi', 'entertainer', 'cabaret', 'bisexuality', 'musical', 'based on play or musical', 'hitler youth', 'fireplace', 'based on short story', 'lgbt', 'baron love', 'political unrest', 'english lesson', '1930s', 'gay theme']",['US'],42800000,931,True,False,['explicit_past_year'],1931.0,1931.0,1930s,41.0,[],past,0.9,"['overview', 'keywords']"
82465,Child's Play,1972,"['Drama', 'Mystery', 'Thriller']","At an exclusive boys' school, a new gym teacher is drawn into a feud between two older instructors, and he discovers that everything at the school is not quite as staid, tranquil and harmless as it seems.","['boarding school', 'school teacher', ""boys' school""]",['US'],44196343,52,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
15393,Play Misty for Me,1971,"['Drama', 'Thriller']","A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.","['disc jockey', 'stalker', 'obsessed fan', 'jaguar car', 'suspenseful']",['US'],10600000,535,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11302,Bananas,1971,['Comedy'],"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.","['revolution', 'political activism', 'loser', 'banana republic', 'anarchic comedy']",['US'],11833696,782,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
551,The Poseidon Adventure,1972,"['Adventure', 'Drama', 'Thriller']","When their ocean liner capsizes, a group of passengers struggle to survive and escape.","[""new year's eve"", 'sea', 'ship', 'prostitute', 'husband wife relationship', 'life and death', 'sibling relationship', 'based on novel or book', 'faith', 'ocean', '1970s', 'wave', 'shipwreck', 'natural disaster', 'cruise', 'seaquake', 'ocean liner', 'travel', 'disaster', 'capsized ship', 'tidal wave', 'disaster movie', 'dramatic']",['US'],84563118,945,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
14886,The Last Detail,1973,"['Drama', 'Comedy']","Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.","['washington dc, usa', 'based on novel or book', 'u.s. navy', 'road trip', 'maine', 'convict', 'prison sentence', 'sailor', 'train travel', 'shore patrol', 'buddy movie', 'prisoner escort']",['US'],10000000,389,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
29735,The Laughing Policeman,1973,"['Crime', 'Thriller']","When a gunman opens fire on a crowded city bus in San Francisco, Detective Dave Evans is killed, along with the man he'd been following in relation to a murder. Evans' partner, Sgt. Jake Martin, becomes obsessed with solving the case.","['san francisco, california', 'mass murder', 'murder', 'killer']",['US'],1700000,66,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
3116,Midnight Cowboy,1969,['Drama'],"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.","['new york city', 'friendship', 'prostitute', 'rape', 'based on novel or book', 'shower', 'texas', 'hustler', 'homelessness', 'rape of a male', 'male homosexuality', 'male prostitution', 'fish out of water', 'gang rape', 'cynical', 'lgbt', 'male bonding', 'polio', '1960s', 'anxious', 'cautionary', 'provocative']",['US'],44785053,1523,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
12335,Bedknobs and Broomsticks,1971,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music', 'Animation']",Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,"['witch', 'flying', 'nazi', 'world war ii', 'knight', 'live action and animation', 'children in wartime', ""farmer's market""]",['US'],17900000,1000,True,False,"['keyword_period', 'fantasy_penalty']",1914.0,1945.0,1910s,57.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
213041,Santo vs. Doctor Death,1973,"['Science Fiction', 'Action', 'Adventure', 'Horror']","Masked Mexican wrestler and superhero Santo plays private investigator, called in by government officials to investigate the mysterious vandalism of a high profile painting. With the help of his two counterparts, he uncovers the truth behind an art collector/chemist who may be murdering female models.","['spain', 'secret agent', 'art thief', 'el santo', 'lucha libre', 'masked wrestler']",['MX'],0,15,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
3122,Lady Frankenstein,1971,"['Horror', 'Science Fiction']","When Dr. Frankenstein is killed by a monster he created, his daughter and his lab assistant continue his experiments.","['monster', 'seduction', 'castle', 'surgeon', 'mad scientist', 'laboratory', 'serial killer', 'scientist', 'grave robbing', 're-animation', 'abduction', 'father daughter relationship', 'frankenstein']",['IT'],225295,70,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
9267,And Now for Something Completely Different,1971,['Comedy'],A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,"['blackmail', 'stupidity', 'spoof', 'compilation', 'lumberjack', 'sketch comedy', 'dead parrot', 'twit', 'physical comedy', 'intentional mistranslation', 'foot race', 'obstacle course', 'anarchic comedy']",['GB'],7000,558,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11316,Macbeth,1971,"['War', 'Drama']","Scotland, 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife, warlord Macbeth, bold and brave, but also weak and hesitant, betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return, sown with crime and suspicion.","['husband wife relationship', 'scotland', 'based on play or musical', 'rise to power', '11th century', 'betrayal of trust']","['US', 'GB']",1000000,294,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
14902,1776,1972,"['Drama', 'History']",Colonial representatives gather in Philadelphia with the aim of establishing a set of governmental rules for the burgeoning United States. Benjamin Franklin and John Adams charge Thomas Jefferson with the task of writing a statement announcing the new country's emancipation from British rule.,"['philadelphia, pennsylvania', 'congress', 'musical', 'based on true story', 'based on play or musical', '18th century', 'founding fathers', 'declaration of independence']",['US'],2800000,80,True,True,"['genre_period', 'keyword_period']",,,,,[],unknown,0.3,"['overview', 'keywords']"
1594,A Shot in the Dark,1964,"['Comedy', 'Mystery', 'Crime']","Inspector Jacques Clouseau, smitten with the accused maid Maria Gambrelli, unwittingly turns a straightforward murder investigation into a comedic series of mishaps, testing the patience of his irritable boss Charles Dreyfus as casualties mount.","['suspicion of murder', 'unskillfulness']","['US', 'GB']",12368234,600,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
9277,The Sting,1973,"['Comedy', 'Crime', 'Drama']",A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,"['bet', 'chicago, illinois', 'repayment', 'horse race', 'con man', 'mafia boss', 'heist', 'caper', 'ragtime', 'off track betting', 'sting operation', 'alley', '1930s', 'mischievous', 'cautionary']",['US'],159616327,2790,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
62,2001: A Space Odyssey,1968,"['Science Fiction', 'Mystery', 'Adventure']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","['man vs machine', 'moon', 'jupiter', 'artificial intelligence (a.i.)', 'based on novel or book', 'technology', 'super computer', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station', 'space opera', '2000s', 'ai rebellion', 'tense', 'enchant']","['GB', 'US']",71923560,12118,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
573,Frenzy,1972,"['Crime', 'Thriller', 'Horror']","London is terrorized by a vicious sex killer known as The Necktie Murderer. Following the brutal slaying of his ex-wife, down-on-his-luck Richard Blaney is suspected by the police of being the killer. He goes on the run, determined to prove his innocence.","['london, england', 'rape', 'police', 'girlfriend', 'truck', 'murder', 'serial killer', 'pin', 'ex-wife', 'necktie', 'sack', 'potatoes', 'produce seller']",['GB'],12600000,964,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
5185,The Private Life of Sherlock Holmes,1970,"['Mystery', 'Comedy', 'Crime', 'Adventure', 'History']","Holmes and Dr. Watson take on the case of a beautiful woman whose husband has vanished. The investigation proves strange indeed, involving six missing midgets, villainous monks, a Scottish castle, the Loch Ness monster, and covert naval experiments.","['loch ness monster', 'german spy', 'midgets', 'sherlock holmes']","['US', 'GB']",1500000,311,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
9289,The Longest Day,1962,"['War', 'Action', 'Drama']","The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""","['steel helmet', 'resistance', 'allies', 'world war ii', 'normandy, france', 'based on true story', 'd-day', 'historical fiction', 'soldier', 'dramatic', 'commanding']",['US'],50100000,981,True,True,"['genre_period', 'keyword_period', 'explicit_past_year']",1944.0,1944.0,1940s,18.0,[],past,0.9,"['overview', 'keywords']"
4683,A Gorgeous Girl Like Me,1972,"['Comedy', 'Crime']","A young sociologist researching criminal women selects a captivating inmate as his subject. As he conducts interviews in prison, her troubled past and justifications for her actions intrigue him. His growing interest soon blurs professional boundaries, testing his ability to resist her charm.","['interview', 'sociopath', 'serial killer', 'sociology', 'love affair', 'criminal']",['FR'],457163,86,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
348756,Doce hombres sin piedad,1973,"['Drama', 'TV Movie']",The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young man is guilty or innocent of murdering his father.,"['jurors', 'based on play or musical', 'trial', 'jury', 'murder', 'courtroom']",['ES'],0,21,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
1629,La Chinoise,1967,"['Drama', 'Comedy']","A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.","['suicide', 'paris, france', 'based on novel or book', 'capitalism', 'politics', 'roommates', 'terrorism', 'communism', 'class struggle', 'maoism', 'experimental cinema', 'marxism']",['FR'],30857,227,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11360,Dumbo,1941,"['Animation', 'Family']","Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.","['mother', 'dreams', 'nightmare', 'suffering', 'circus', 'cartoon', 'clown', 'ear', 'musical', 'crow', 'affection', 'storch', 'big ears', 'cartoon mouse', 'technicolor', 'cartoon elephant']",['US'],1600000,5158,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
3170,Bambi,1942,"['Animation', 'Drama', 'Family']","Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.","['loss of loved one', 'cartoon', 'forest', 'coming of age', 'best friend', 'cartoon rabbit', 'forest fire', 'fawn', 'cartoon deer']",['US'],267447150,5872,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
217698,Intervals,1973,['Documentary'],"A short film which has its emphasis on back street walls with peeling posters and the constant pedestrian traffic in the foreground. It has a static camera positioned in front of the walls; experimental editing techniques, no dialogue-just background music, and quick edits of blackness throughout.","['art', 'short film']",['GB'],0,20,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
25188,The Last Picture Show,1971,"['Drama', 'Romance']","High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.","['small town', 'new love', 'based on novel or book', 'texas', 'graduation', 'high school graduation', 'billiard hall', 'graduation present', 'elopement', '1950s', 'thoughtful']",['US'],29133000,731,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
1643,Last Tango in Paris,1972,"['Drama', 'Romance']",A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.,"['paris, france', 'businessman', 'love', 'tragedy', 'relationship', 'extramarital affair', 'parisian', 'clandestine']",['IT'],36182181,1295,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11886,Robin Hood,1973,"['Animation', 'Family', 'Adventure']","With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.","['hero', 'right and justice', 'fox', 'cartoon', 'villain', 'robin hood', 'forest', 'animal as human', 'sherwood forest', 'outlaw', 'teacher', 'thief', 'bear', 'playful', 'romantic', 'whimsical']",['US'],33000000,4515,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
27759,55 Days at Peking,1963,"['History', 'War', 'Drama']","Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.","['epic', 'siege', 'beijing, china', '1900s', 'boxer rebellion']",['US'],10000000,170,True,True,"['genre_period', 'explicit_past_year']",1900.0,1900.0,1900s,63.0,[],past,0.9,"['overview', 'keywords']"
416884,...No Lies,1973,['Drama'],A young filmmaking student turns his camera on a female friend as she gets ready to go out for the night. She confides in him something he struggles to come to grips with.,[],['US'],0,15,True,False,[],,,,,[],unknown,0.3,['overview']
1654,The Dirty Dozen,1967,"['Action', 'Adventure', 'War']","12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.","['mission', 'based on novel or book', 'nazi', 'secret mission', 'world war ii', 'castle', 'hand grenade', 'training', 'us army', 'fistfight', 'shootout', 'suicide mission', 'soldier', 'explosion', 'commando', 'behind enemy lines', 'military police']","['US', 'GB']",45300000,1261,True,True,"['genre_period', 'keyword_period']",1914.0,1945.0,1910s,53.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
630,The Wizard of Oz,1939,"['Adventure', 'Fantasy', 'Family']","Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","['witch', 'adolescence', 'dreams', 'based on novel or book', 'secret identity', 'lion', 'tornado', 'twister', 'scarecrow', 'villain', 'musical', 'kansas, usa', 'imaginary land', 'cowardliness', 'monkey', 'female villain', 'fantasy world', 'wizard', 'technicolor', 'sepia color', 'hourglass', 'christmas', 'red shoes', 'based on young adult novel', 'tin man', 'playful', 'grand', 'admiring', 'adoring', 'bold', 'cheerful', 'comforting', 'compassionate', 'exuberant', 'joyful', 'powerful']",['US'],33754967,5879,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
299131,Entre monjas anda el Diablo,1973,['Comedy'],A man called “The Devil” makes a living in cock-fights. He falls for a girl who's about to enter the monastery.,"['musical', 'satan']",['MX'],0,43,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11901,High Plains Drifter,1973,"['Western', 'Drama', 'Mystery']","A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.","['gunslinger', 'showdown', 'outlaw', 'gunfighter', 'guns', 'shooting', 'outlaws']",['US'],15700000,1260,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
28797,"Black Mama, White Mama",1973,"['Action', 'Crime', 'Thriller', 'Drama']","When two troublemaking female prisoners (one a revolutionary, the other a former harem-girl) can't seem to get along, they are chained together and extradited for safekeeping. The women, still chained together, stumble, stab, and cat-fight their way across the wilderness, igniting a bloody shootout between gangsters and a group of revolutionaries.","['sexual abuse', ""women's prison"", 'prison escape', 'jungle', 'racial tension', 'lesbian']","['US', 'PH']",1000000,95,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
118911,Hurry Sundown,1967,['Drama'],"A ruthless Southern opportunist tries to buy his cousin's land, and when thwarted, brings several tragedies to the lives of his loved ones.",['georgia'],['US'],8100000,35,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
